Id,Brand,Model,Year,FuelType,Engine,Transmission,BodyType,Description,ImageUrl,HorsePower,Color,Mileage,Price
61,Skoda,SKODA Kodiaq RS,2016,Diesel,2.0L Biturbo 7AT 4x4 (240 HP),7-speed automatic (DSG),SUV (Sports Utility Vehicle),"Launched at the 2018 Paris Motor Show, the Kodiaq RS is the first ever Skoda SUV to wear the coveted RS initials, while also sporting the most powerful diesel engine in the history of the Czech car manufacturer. Before launching the model on the market, Skoda took the time to test its fastest SUV on the Nurburgring Nordschleife, even though probably none of its customers will ever take their family car on the track. With a best time of 9 minutes and 29.84 seconds, the Skoda Kodiaq RS now holds the lap record for the fastest seven-seater SUV on the famed German track.Thanks to a twin-turbocharged 2.0-liter TDI engine that develops 240 PS and 500 Nm (369 lb-ft) of torque, which is paired to a 7-speed DSG gearbox and all-wheel-drive, the sporty SUV can hit 100 kph (62 mph) in 7 seconds flat and has a top speed of 220 kph (137 mph). Not the most impressive numbers for a Nurburgring record-breaking car but impressive enough for a seven-seater. Another premiere for a Skoda model is the so-called Dynamic Sound Boost technology, which is fitted as standard on the Kodiaq RS. In short, it augments the standard engine note with an artificial one, which can be heard in the cabin through the audio system.",https://s1.cdn.autoevolution.com/images/gallery/SKODA-Kodiaq-RS-6423_26.jpg,240,Red,102574,28402
62,Skoda,SKODA Octavia Scout,2006,Gasoline,1.5L TSI 6MT (150 HP),6-Speed manual,Unknown,"The Czech brand introduced the Octavia Scout in 2020, along with the rest of the Octavia range in a completely online event due to the world pandemic situation.The fourth generation of the Octavia offered more interior room and a new image. The car was built on the MQB Evo platform, which allowed a better integration for the mild-hybrid and hybrid versions. The Scout trim level was, just like its predecessors, a heightened and rugged version for the regular Octavia station-wagon.The new model featured a broader and shorter grille at the front. The designers chose the cubism style for the Octavia, and it was translated on the Scout version as well. Both bumpers and the side-sills were fitted with black plastic trims to protect the underbody from chips. A fake silver plastic shield enhanced the look of the front bumper. The black plastic molds on the wheel-arches were already a typical design cue of the Octavia Scout and found their way onto the 2020 model.The interior of the car was the same as the rest of the Octavia range. The interior design was specific for the trim level, with a mix of wood and green trims around the dashboard and the door panels. A 10” infotainment touch-screen display found its way on top of the center stack, in a free-floating design. Like its predecessors, the 2020 Octavia Scout offered more comfort due to the heated steering wheel and seats.Under the hood, Skoda installed a choice of turbocharged diesel or gasoline engine. The big news was about the traction system. For the first time, the Scout version was available as a 2WD only, for specific engines.",https://s1.cdn.autoevolution.com/images/gallery/SKODA-Octavia-Scout-6842_2.jpg,150,Silver,68824,67497
63,Skoda,SKODA Octavia,1997,Gasoline,1.0L TSI EVO 6MT (110 HP),6-Speed manual,Unknown,"The fourth generation of the Skoda Octavia was unveiled outside of an auto show and several months before actually going on sale. With a lineage that make its by far the most successful Skoda model in history, the new Octavia is now larger in almost every respect compared to its predecessor, while new connectivity and assistance systems have found themselves being part of its new package.The hatchback sedan is now 19 mm longer and 15 mm wider than the old Octavia. Thanks to the larger dimensions, the already gigantic luggage compartment space has also improved to 600 liters, or 10 liters more than before. The entirely new exterior design now features narrower headlights with LED technology for the low beam, high beam and daylight driving lights as standard and the sculpted shape makes way for a drag coefficient of just 0.24, one of the lowest in its segment. Its newly designed interior features a multi-level dashboard with LED ambient lighting and features a free-standing central display. A head-up display system is optional for the first time in a Skoda model. A new two-spoke steering wheel can be customized depending on trim level with heating and/or new control buttons with knurled scroll wheels, making it truly multi-function.",https://s1.cdn.autoevolution.com/images/gallery/SKODA-Octavia-6688_45.jpg,110,Blue,21917,34406
64,Skoda,SKODA Octavia II,1997,Gasoline,1.4L 5MT (75 HP),5-Speed manual,Unknown,"Skoda unveiled the second generation of the Octavia at the 2004 Geneva Motor Show, and it proved that the success recorded with its predecessor was not an accident.Built on the PQ35 platform used by the Volkswagen Golf V, the Octavia II was a significant step forward for the Czech carmaker. While the first generation looked more like a budget car, its successor was already in a different league. Volkswagen already prepared Skoda to compete against more notorious carmakers such as Renault, Opel, or Fiat. Skoda was no longer the Cinderella of the VW group. The Octavia featured a bolder front fascia with a tilted backward grille with vertical slats. Its wedged-shaped headlights followed the cubism design trend and created a corporate identity to the Czech carmaker. Like its predecessor, it featured a hatchback-style bodywork with a sloped liftgate at the back. Its taillights sported a clear C-shaped reversing light, which stood from “Clever”.Inside, it was bigger than some mid-size sedans on the market. At the front, the new dashboard featured curved lines and aluminum trims on the door panels and the center stack. Its center console was tall and sported a decent storage compartment and the gear-stick (or the gear selector for the automatic transmission version). The Octavia offered seating for five with two bucket seats at the front and a split-folding bench in the rear, which expanded the trunk from 560 liters (19.8 cu-ft) to 1,420 liters (50.1 cu-ft). Under the hood, Skoda offered a choice of seven engines carried over from Volkswagen. The carmaker paired them with either a manual or an automatic (dual-clutch) gearbox, depending on the trim level and power.",https://s1.cdn.autoevolution.com/images/gallery/SKODAOctaviaII-565_1.jpg,75,Silver,179686,89418
65,Skoda,SKODA Octavia Combi RS,2002,Gasoline,2.0L TSI 6AT (230 HP),6-speed automatic (DSG),"Wagon (station wagon, estate, combi, touring)","The refreshed third generation Skoda Octavia Combi also got an RS version, with its dynamic character that is noticeable at first glance. The front end comes with a grille that is enhanced by additional full-LED headlights with adaptive frontlight system, and a sport bumper with large air intakes. The wing mirrors and door handles of the Skoda Octavia RS and the Skoda Octavia Combi RS have the same colour finish as the body. For the sporty top-of-the-range model a choice of eleven colours is available, including the special colours 'Steel Grey' and 'Rally Green'. In addition, customers can also opt for the 'Black Design' style pack. On the tailgate, the spoiler lip (hatchback) or the roof spoiler (Combi) create design accents. With its new shape, the rear bumper appears powerful and neat thanks to subtle contours. There is a choice of two high-performance, four-cylinder turbo engines for the intensively revised Skoda Octavia RS and Skoda Octavia Combi RS - one petrol and one diesel.",https://s1.cdn.autoevolution.com/images/gallery/SKODA-Octavia-Combi-RS-5999_7.jpg,230,Red,159814,47800
66,Ford,FORD Mustang Convertible,1964,Gasoline,2.3L GTDi EcoBoost 10AT (310 HP),10-speed automatic,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)","A real eye-catcher, the 2017 Ford Mustang was a luxurious, fast muscle car, available as a coupe or a convertible body style.With a choice of powerful engines and lots of interior upgrades, accompanied by a sharp handling, the Ford Mustang was one of the top choices for convertible lovers.Besides the looks and power, safety was one of the Mustang’s strongest points. It managed to earn 5 stars out of five for overall crash protection, front-impact protection and side-impact protection.Inside, high-quality materials were used throughout the cabin, however, Mustang remained truthful to its retro design with the dual-cowl dashboard. Ford made sure to add the modern technologies found in European luxury vehicles and some of the features included were standard keyless entry and keyless go, a rear-view camera, Track Apps and Sync Voice command system.The standard seats were comfortable and provided plenty of bolstering, however, customers could have chosen the Recaro seats that increased lateral support.Space wise, the Mustang did not have the roomiest cabin, and it was best to avoid having adults in the rear seats. The cargo area was surpassingly generous for a sports car, at least with the top up.The 2017 model was available in five trim levels: V6, EcoBoost, EcoBoost Premium, GT and GT Premium.Those looking for the fastest ride the Mustang could offer had the choice of a 5.0-liter V8 engine that developed 435 hp.",https://s1.cdn.autoevolution.com/images/gallery/FORD-Mustang-Convertible-6153_6.jpg,314,Grey,103689,50121
67,Ford,FORD Mustang Shelby GT500 Convertible,1964,Gasoline,5.4L V8 6MT (540 HP),6-speed manual,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)","When Ford and Caroll Shelby joined their forces to built the GT500, the blue-oval carmaker decided to offer the car as a coupe and a convertible as well.In 2004, Ford successfully introduced the fifth generation of the Mustang. After forty years, the original pony-car was famous once again. This time, the design was right, and its retro-styling was the key to get to the customer's wallets. While the car was available with less-powered versions, in the beginning, the GT500 was a promise for thrills and surprises, which were brought either as a fastback coupe or a convertible.The GT500 featured a more aggressive look with the silver snake badge on the black front grille. To make room for the supercharged V8 engine, the car featured a wide dome on the hood with three extracting vents on it, needed for cooling. A special aerodynamic package with a lower lip spoiler, side sills, and a duck-tail on the trunk lid completed the image. Unlike the rest of the range, the GT500 Convertible featured fog-lights installed on the lower bumper area, not in the grille.To keep its occupants fixed, Ford Mustang Shelby GT500 featured a pair of bucket seats for the front passengers. The dashboard featured a new infotainment unit on the center stack. Ford's designers followed the aftermarket community ideas and offered additional gauges on the A-pillars in the options list.Ford Mustang GT500 featured a supercharged V8 engine paired to a heavy-duty 6-speed manual gearbox. SVT engineers retuned and upgraded key chassis components, which made the car corner faster. They also stiffened the suspension, revised spring rates, and improved the five-link rear solid axle.",https://s1.cdn.autoevolution.com/images/gallery/FORDMustangShelbyGT500Convertible-3921_1.jpg,548,White,162699,99317
68,Ford,FORD Escape,2000,Gasoline,ST- Line 1.5L EcoBoost 8AT AWD (182 HP),8-speed automatic,SUV (Sports Utility Vehicle),"Ford refreshed the fourth generation of the Escape in 2022 for the 2023 model year and improved the car's look, the interior, and most importantly, the drivetrain.Sharing its platform with the European Ford Kuga or with the Focus' fourth generation, the Escape proved to be a good bet for those looking for a crossover perfectly suitable for the urban environment. Moreover, it managed to be a good companion on long runs, albeit its rather short wheelbase didn't recommend it for cross-continental drives.Moving to the facelifted version, the Escape offered a redesigned front fascia that featured narrower headlights with angular LED daytime running lights inside. Unlike its predecessor, the 2023 model featured a higher-mounted grille with a wide hexagonal shape and had the blue-oval badge mounted on it instead of on the upper side of the bumper. From its profile, the 2023 Escape didn't change too much, save for the front bumper. Finally, the rear side of the crossover sported redesigned taillights.Inside, the most significant difference was on the dashboard, which received a new infotainment unit placed atop the center stack. It featured SYNC 4 technology that allowed a cloud-connected navigation system. In addition, it had wireless Apple CarPlay and Android auto smart driving capability.Ford offered the Escape as a gasoline-only version, a hybrid, or a plug-in hybrid version.",https://s1.cdn.autoevolution.com/images/gallery/ford-escape-2022-7338_9.jpg,182,Blue,161371,104046
69,Ford,FORD Everest,2003,Diesel,2.0d Turbo 6AT RWD (170 HP),6-automatic speed,SUV (Sports Utility Vehicle),"One month after it introduced the Ranger, Ford brought the new generation of the Everest on the market, replacing its seven-year-old predecessor.Ford was highly successful with the previous generation of the Everest and followed the same recipe for the 2022 model. Thus, it carried over the chassis and the drivetrain from the Ranger and then added a modified bodywork on top of that. At the front, the 2022 Everest featured the same front fascia as its pickup sibling. Thus, it carried over the C-shaped daytime running lights and a massive grille adorned with chromed elements. In addition, the lower bumper sported a pair of fog lamps and two recovery hooks. But, unlike its Ranger sibling, the Everest received a fully-closed bodywork. Thus, from its profile, the long roof was extended behind the rear seats. By creating a raked-forward D-pillar adorned with a chromed trim, the automaker managed to hide the SUV's utilitarian roots. Finally, at the back, the taillights were extended from the quarter panels onto the tailgate and were visually connected with a chromed slat that sported the Everest nameplate.Inside, the Everest carried over Ranger's dashboard that featured a generous infotainment system placed atop the center stack. Also, the instrument cluster was fully digital, with a rectangular display in the middle flanked by the speedometer and tachometer on separate TFTs. Depending on the trim level, the Everest boasted a leather-wrapped interior for the higher grades, while the base models were offered with cloth upholstery. Its seven-seat capacity transformed the Everest into a sought-after vehicle, and Ford kept that attribute.Under the hood, Ford announced a V6 turbo-diesel developed with Volkswagen. The base version, on the other hand, was powered by a 2.0-liter bi-turbo oil burner. Both versions sent their torque in all corners via a ten-speed automatic transmission.",https://s1.cdn.autoevolution.com/images/gallery/ford-everest-2022-7340_17.jpg,170,Red,159500,50604
70,Ford,FORD Ranger Wildtrak,2019,Diesel,2.0L EcoBlue 6MT AWD (170 HP),6-manual speed,Truck,"Ford introduced a brand new generation of its well-known pickup Ranger in 2021 and, to live up to its reputation, the carmaker introduced the Wildtrak version as well.The Ranger was the best-selling pickup in Europe, the UK, and other countries around the world. Its simple construction, rugged chassis, and fuel-efficient engines made it a great choice over its competitors. Thanks to the U.S. know-how carried over from the F-150, the 2021 Ranger became even more desirable not only by contractors and used as a workhorse but also as a lifestyle vehicle.At the front, its C-shaped daytime running lights surrounded the outer sides of the headlights, resembling those installed on the Bronco and the F-150. Its massive front grille was designed to accommodate larger radiators for the V6 turbodiesel engine and also incorporated a lower area fit for aftermarket winches. Ford worked together with ARB for that, so the owners received strong support for that. Finally, at the lower side of the bumper, the carmaker installed two recovery hooks.From its sides, the Ranger featured a pair of functional vents on the front fenders, which was unusual. Those were installed to help cool the engine. At the back, the Ranger featured its nameplate stamped on the tailgate and the third brake light.Inside, on the center stack, the Ranger Wildtrak featured a 12”, portrait-mode infotainment screen fitted with the SYNC4 system. The electronic selector for the automatic transmission sported the buttons for manually engaging the gears sat between the front seats, on the center console. Next to it, a group of buttons controlled the transfer case.Under the hood, the carmaker placed the 3.0-liter V6 developed together with Volkswagen. The German carmaker chose to partner with Ford for the Ranger/Amarok lineup.",https://s1.cdn.autoevolution.com/images/gallery/ford-ranger-wildtrak-2021-7205_10.jpg,170,Silver,143073,39678
71,Ford,FORD Ranger Raptor,2011,Gasoline,3.0L V6 EcoBoost 10AT AWD (292 HP),10-speed automatic,Truck,"Ford stepped up its game for the European and Australian markets and introduced the Raptor version for the Ranger lineup, finally offering a high-performance version for this pickup.While in the U.S., the Raptor was already known for its capabilities offered in the F-150 and the Bronco, Europeans and Australians were left with a mundane, four-pot turbo-diesel engine mated to a ten-speed automatic. But that didn't last too long, and in late 2022 and early 2023, Ford introduced the gasoline-powered version of the Ranger Raptor T6.2.The Raptor came fitted with a redesigned front fascia, which featured the bold Ford lettering on the grille, flanked by the C-shaped LED daytime running lights. Under the bumper, the automaker installed an aluminum shield to protect the engine from elements and various hits. From its profile, the 17"" alloy wheels were fitted with Raptor-exclusive all-terrain tires. To further emphasize the off-road look of the pickup, Ford added black unpainted plastic cladding around the wheel arches and black side steps.Inside, Ford installed two displays for the instrument cluster and the infotainment system, respectively. The latter was a 12"" portrait-mode touchscreen. In addition, the steering wheel boasted the RAPTOR lettering on its lower side. At the front, the automaker installed a pair of Raptor-branded high-bolstered bucket seats in a two-tone color scheme.But the biggest change came under the hood, where Ford installed a turbocharged 3.0-liter gasoline engine that was available in different power versions, depending on the market. Both versions were paired to a ten-speed automatic gearbox and a two-speed transfer case that sent power in all corners.",https://s1.cdn.autoevolution.com/images/gallery/ford-ranger-raptor-2022-7399_12.jpg,292,Black,24868,32816
72,Ford,FORD Ranger Double Cab,2011,Gasoline,2.3L EcoBoost 10AT (270 HP),10-Speed automatic,Truck,"After eight years, Ford Ranger returned to the U.S. market, trying to get back its place in the mid-size pickup segment.Instead of researching a completely new product, the blue-oval brand just adapted the European/Australian Ranger. While that version was good on markets where the regular F-150s looked like monster trucks, in the U.S. was less impressive. Its old chassis and inline-four engines had to deal with Chevy Colorado or Toyota Tacoma, who was doing good on the U.S. market. But Ford knew it couldn't lose.With its SUV-like front fascia, enhanced by a skid plate under the bumper and LED daytime running lights on top of the headlights, the 2018 Ranger Double cab tried to be the family friend that could jump and help with anything. Its four-door cabin and separated bed proved to be the best choice for a mixed-use vehicle. It could successfully handle the family needs such as school runs and shopping, and on the weekend, it could haul a few thousand pounds up to a mountain lodge.Inside, the carmaker installed a car-like dashboard with a SYNC infotainment system on top of the center stack. The instrument panel placed in front of the driver showed a center-mounted speedometer flanked by two TFT displays. Ford managed to take the driveshaft lower under the cabin, so there was no hassle on the rear seats. Three people could sit well on the bench, while the front seats offered plenty of room.The carmaker installed a 2.3-liter EcoBoost (turbocharged) gasoline engine paired as standard with a ten-speed automatic gearbox. Two other turbo-diesel versions were available as well, especially for the Canadian market.",https://s1.cdn.autoevolution.com/images/gallery/FORD-Ranger-Double-Cab-6289_2.jpg,270,Red,38481,71178
73,Ford,FORD Fiesta ST 3 doors,2012,Gasoline,1.5L EcoBoost 6MT (200 HP),6-manual speed,Hatchback,"In 2018, Ford dropped the five-door Fiesta ST and kept only the three-door version, which was a better competitor for other pocket-rockets on the market such as Mini Cooper S or, in Europe, Renault Clio Sport.Ford tried to make a sportier version for the Fiesta ever since the first generation, but it wasn’t until the fifth generation when it succeeded in introducing a true, performant version for it, named ST. The 2018 model was part of the seventh generation which Ford introduced on the market in late 2016. In 2017, the blue-oval brand launched the ST version with three and five doors but starting with 2018, it kept only the fewer doors version. It sported an aggressive styling with a hexagonal pattern on the mesh-grille at the front, adorned by the red ST badge on the left lower corner. In the bumper, Ford’s designers placed an additional grille to cool the intercooler and a set of side-scoops that hosted the fog lights. A set of 17” light-alloy-wheels was fitted as standard, while a set of 18” was on the options list.Inside, the carmaker garnished the cockpit with sport-inspired trims and a standard SYNC 3 infotainment system. The Recaro sport bucket-seats featured high-bolstered areas to prevent their occupants from sliding during high-speed cornering. A thick steering wheel with 12-o’clock stitching amplified the sport sensation of the car.From a technical point of view, the 2018 Fiesta ST was the first that featured a Quaife limited-slip differential (LSD). That helped the car in corners and made it faster around tracks. In addition, its 200 hp engine paired to a standard, close-ratio, six-speed manual made it an excellent track-day car in its class.",https://s1.cdn.autoevolution.com/images/gallery/ford-fiesta-st-3-doors-2018-7170_11.jpg,200,Red,63518,110620
74,Honda,HONDA HRV,1999,Gasoline,1.8L CVT AWD (141 HP),CVT,SUV (Sports Utility Vehicle),"The second generation of the North-American version of the HR-V was introduced in 2022 as a 2023 model year and surprised its audience with its new approach and increased size.Honda introduced the HR-V in some markets. The crossover was a novelty for those times since it was based on the same platform as Honda Logo, a small-sized vehicle. The second generation, introduced in 2013 at the North American International Auto Show, was based on the Jazz/Fit's platform. But then, in 2022, the Japanese automaker changed its ideas and built the second generation of the North American version of the HR-V on the Civic's platform. The same model was sold on the Chinese market and in several other countries and was also known as Honda ZR-V.At the front, the angular headlights flanked a narrow, octagonal grille in the bumper. On the lower apron, a second air intake added more cooling surface for the engine. In addition, a pair of side scoops channeled the air around the vehicle to aid aerodynamics. From its profile, the sculptured door panels and the raised beltline created a dynamic image for the car. Moreover, the raked-forward C-pillars at the back emphasized the vehicle's sporty character.Inside, the HR-V boasted a 7"" digital instrument panel, while a 7"" touchscreen was placed atop the center stack. A metallic honeycomb mesh stretched from door to door across the dashboard. At the front, the automaker installed a pair of bucket seats, while at the back, the occupants could sit on a 60/40 split-folding bench.Under the hood, the 2022 HR-V received a new, 2.0-liter naturally-aspirated gasoline engine. It sent its power in all corners via a CVT gearbox.",https://s1.cdn.autoevolution.com/images/gallery/honda-hr-v-2022-7327_14.jpg,141,Grey,64867,19303
75,Honda,HONDA HRV 5 doors,1999,Gasoline,1.5L i-VTEC 6MT FWD (130 HP),6-speed manual,SUV (Sports Utility Vehicle),"The second generation of the small cross-over Honda HR-V was launched after 8 years of absence on the market. But the second generation was a true success.The first generation of the Honda HR-V was based, mainly on the Civic platform and was available in 3 or 5 doors, with FWD or AWD system. But the real deal came in 2014 when the second generation was launched. Its SUV look, with narrow front end and curved body style, was a big success on the market. Inside, there was room for five passengers with a big enough trunk to take it out for camping. Its low driving position and agile platform made it a very good all-round vehicle. Since the platform was a carry-over from the small MPV Honda Fit/Jazz, it had a roomy interior, with a small central tunnel. The dashboard was clean an simple and featured a big infotainment touch-screen on top of the dashboard. It had its own Honda app installed and it could be connected to a smartphone with Android Auto and Apple CarPlay. The instrument cluster was simple with big round dials. The driving position was low, more like a car and less like an SUV. The short gear-lever was a pleasure for many and a reason why the automatic transmission was not a big success for it in Europe.Under the hood, there were two engine options, gasoline, and a diesel unit. But, since the HR-V was a light vehicle and Honda a very good engine builder, the diesel wasn't a very popular choice.",https://s1.cdn.autoevolution.com/images/gallery/HONDA-HR-V-5DR-5338_10.jpg,131,Silver,112273,40001
76,Honda,HONDA Accord,1981,Gasoline,1.5L CVT (192 HP),CVT Automatic,Unknown,"The first generation of the Honda Accord was released back in the 1976 and it seems that Honda followed the same recipe to win the public’s hearts: affordable and wonderful.The 2020 mid-size sedan was completely redesigned to have an aggressive styling, and the biggest role was played by the full LED headlights that were angled towards the center grille. Integrated in the front bumper were also the fog-lamps along with functional side air curtains.It seems that Honda paid great attention to details by placing several chrome inserts along the body of the Accord, inserts that perfectly matched with the nice alloys.The back of the Accord was a clean one, with no trunk lid spoiler. Inside the 2020 model we could find a cozy, classy cabin, mostly due to the nice combination of materials, such as soft leather with wood textures.The powered front seats were both heated and cooled and had 2 memory settings. An 8-inch touchscreen display was available, and it was designed to help the driver see better due to its inclination. The Accord offered wireless charging, USB ports in the front, Apple CarPlay and Android auto and a head-up display.Safety wasn’t left out and the Accord was equipped with the latest safety technology available such as blind spot monitoring, lane keep assist and others.The rear passengers would be happy to sit on the comfortable seats, as well as rest their arms on the soft armrest equipped with cupholders.The only downside for them would’ve been the lack of climate control, USB port and probably the 12V socket.",https://s1.cdn.autoevolution.com/images/gallery/HONDA-Accord-6953_9.jpg,192,Silver,25026,51941
77,Honda,HONDA Accord Sedan US,1981,Gasoline,2.4L i-VTEC 5AT FWD (177 HP),5-speed automatic,Unknown,"The Honda Accord gained customers over time thanks to a very good balance between performance, comfort, and reliability. The 2008 model succeeded to add more features and was improved in every corner.To achieve better comfort, the 2008 Accord took some elements from the Acura premium brand and blend it nicely inside the cabin. The smooth, naturally aspirated engines, offered enough power and decent fuel consumption. The outside look was more refined when compared to its predecessor. The large grille with three horizontal slats design was continued on the sides with the headlights. The ascending lines on the sides made the car look more dynamic. But the overall look wasn't aggressive at all. Inside, there was a lot of inspiration from the Acura. The navigation system, the leather seats, or the good finishes were all part of a complete package. The electrically adjustable front seats had an option for heating. The dual-zone climate control unit was easy to reach and with clear dials. For the infotainment system, the big round knob was placed on the center console, not between the seats as other car manufacturers. For the drivetrain, Honda installed suspension that could give good handling but also good comfort for its occupants. It didn't have adjustable damper settings. The standard transmission for the four-cylinder engines was a  5-speed manual with a 5-speed automatic as an option, while the V6 engines were mated to a 5-speed automatic only.",https://s1.cdn.autoevolution.com/images/gallery/HONDAAccordSedanUS-4026_1.jpg,179,Red,106859,37334
78,Honda,HONDA Accord 4 Doors,1981,Gasoline,2.0 i 5MT (131 HP),5-speed manual,Unknown,"Honda introduced the fifth generation of its successful range Accord in 1993 with different European and American versions.After a successful fourth generation, which was sold with a similar shape in the U.S. and the rest of the world, the fifth generation started to differentiate between European and American market Accords. It was based on the same platform as its predecessor, but with completely new styling. Also, Honda kept some engines from the fourth-generation.On the outside, the long, horizontal headlights were curved and resembled the Honda Prelude front fascia, with a tiny grille where the carmaker couldn't fit the H badge, so it moved it on the hood. From its sides, it looked like a hatchback due to its sloped rear window. Also, from the profile, it was easy to spot the small window behind the rear doors. It was the first time when Honda made the Accord like that.Inside, the carmaker kept the same materials used on the fourth generation and the same seats, but with more headroom for the rear passengers' thanks to the slightly higher greenhouse. The dashboard featured a design with a tilted center console and a rounded instrument cluster in the front. Another improvement was the replacement of the steering wheel that featured a standard airbag for the entire range.Under the hood, Honda installed the same F20 engine family as its predecessor, paired with a 5-speed manual or a 4-speed automatic. The most potent version was a 2.3-liter engine carried over from the third generation Prelude.",https://s1.cdn.autoevolution.com/images/gallery/HONDAAccord4Doors-2978_1.jpg,131,Red,89015,117860
79,Honda,HONDA CRV,1996,Gasoline,1.5L Turbo CVT (190 HP),CVT,SUV (Sports Utility Vehicle),"For over 20 years, the Honda CR-V has been the best-selling crossover in the United States, which is why Honda has decided to gift its fifth generation an extensive mid-cycle facelift for the 2020 model year. Joining the Accord Hybrid and the Inside as the third electrified Honda produced on American soil, the CR-V Hybrid is also the first electrified Honda SUV in its U.S. lineup. Of course, a new hybrid version isn't the only news surrounding the facelifted model.Alongside the new two-motor hybrid electric version there is also a 1.5-liter turbocharged four-cylinder with VTEC technology available on all trim levels. The front and rear styling have received major upgrades as well, while the Honda Sensing active safety system has been made standard on all versions. On the front, the large openings for the fog lights are now integrated in the bumper, while the chrome grille is even more pronounced, making for a more aggressive look. The rear now features new dark-tinted taillights and a new dark chrome treatment for the garnish below the rear glass, while the bumper has been redesigned as well.",https://s1.cdn.autoevolution.com/images/gallery/HONDA-CR-V-6671_6.jpg,190,Blue,134616,67106
80,Honda,HONDA Pilot,2009,Gasoline,3.5L V6 6AT AWD (280 HP),6-speed automatic,SUV (Sports Utility Vehicle),"At the 2015 Chicago Auto Show, Honda showed its biggest SUV: the Pilot. It gave up all the previous design cues and adopted a new styling, which is more fluid, more like its smaller sibling the CR-V, the best sold SUV in the world at the time. The new generation features more premium features, including optional and more efficient LED projector headlights with automatic high-beam technology. Also, it received LED daytime running lights and taillights. For a better look on the road, the Pilot has 20-inch wheels.Since the Pilot is a high-demand car, the manufacturer used premium quality materials throughout the cabin and has added LED lights inside. The passengers can sit on three rows. The second row may be ordered as a three-seat bench or with two individual so-called “captain-seats” on the upper trim level, offering more comfort on the road. On the dashboard, there is a new 8” capacitive touch-screen with navigation system and 3D-rendering of the map for easier recognition of the surrounding area. The Pilot's Display Audio system enables simplified smartphone connectivity making for easier access to all the features and connectivity options of the HondaLink connected-car system. A 9-inch rear entertainment system with DVD and new Blu-Ray disc capability is available.The only engine available is the new 3.5-liter, direct-injected i-VTEC V6 engine with Variable Cylinder Management (VCM) cylinder deactivation technology, which offers 250 hp. The standard transmission is a 6-speed automatic but there is also an option for a 9-speed automatic for the upper trims.",https://s1.cdn.autoevolution.com/images/gallery/HONDA-Pilot-5442_10.jpg,284,Blue,23286,33954
81,Honda,HONDA Civic 5 Doors,1995,Gasoline,1.0L 6MT (129 HP),6-speed manual,Hatchback,"The Civic model has been around since 1972 and could be considered one of the most reliable cars on the market.It’s hard to say anything bad about the new Civic, because it offered so much versatility with the comfortable and roomy interior, high quality materials, power and performance.It was a great car for both town driving and motorways. The 2017 Civic was offered as a sedan, a coupe or a hatchback. The hatchback version came in three available trim levels: Sport, Sport Touring and Type R.The Sport trim level came with 18-inch alloys, foglights, a leather-wrapped steering wheel and shift knob, as well as a 5-inch central display screen, a rearview camera, Bluetooth connectivity and a 4-speaker audio system with an USB port.The Sport Touring came with more features for a more comfortable ride, including LED headlights, automatic wipers, heated seats and an upgraded sound system. The safety package included with the Sport Touring trim level added adaptive cruise control, lane departure warning, forward collision braking with automatic emergency braking and lane departure intervention.In Type R specifications, the Civic wwas at one point the most powerful FWD hot hatch, with its 2.0-liter 4-cylinder engine developing 306 hp. The exterior design was improved with the 20-inch wheels, a big rear wing, adaptive dampers, as well as a specific interior styling. The engine was mated with a 6-speed manual transmission only.",https://s1.cdn.autoevolution.com/images/gallery/HONDA-Civic-5-Doors-5837_11.jpg,129,Black,84574,110317
82,Toyota,TOYOTA Corolla Touring Sports,2018,Hybrid Gasoline,1.8L CVT FWD (140 HP),CVT,Hatchback,"Toyota introduced a facelifted version for the Corolla's twelfth generation in 2022 for the 2023 model year, and that also affected the long roof version, officially known as the Touring Sports.Introduced in 1966, the Japanese vehicle became a worldwide sensation. By 2022, Toyota sold more than fifty-million units of this nameplate. The automaker tried to create a car for everyone and did that better than anyone else. By producing it as a sedan, five-door hatchback, and station wagon, most people could get one to fit their needs. In 2018, Toyota introduced the twelfth generation of this nameplate. Four years later, the carmaker brought the facelifted version, which also affected the station wagon.While it kept a similar front fascia, with the same angry-looking headlights, these were different than the pre-facelifted version and featured bi-LED lights. Also, the bumper featured a broad grille with a trapezoidal shape in the middle. On the lower side, this was flanked by the foglamps' scoops. From its profile, the darkened B- and C-posts, combined with the sloped-down roof line, resembled a shooting brake shape. Finally, at the back, the roof spoiler mounted on the upper side of the raked-forward tailgate amplified the car's sporty look.Inside, the automaker installed new upholstery with a 3D pattern. On the dashboard, the automaker offered an option for a 10.5"" touchscreen mounted in a floating position. Starting from the mid-grade level. The Corolla Touring Sports featured a 12.3"" display for the instrument panel instead of traditional dials and gauges. In the back, the 40/20/40 split-folding bench allowed customers to enlarge the trunk area.Under the hood, the automaker installed a choice of two hybrid drivetrains. Both of them performed better in terms of fuel efficiency and performance than the non-facelifted version.",https://s1.cdn.autoevolution.com/images/gallery/toyota-corolla-touring-sports-2022-7418_8.jpg,98,Grey,138417,43746
